iterations,js_dist,trial,candidate_id,actual_score,predicted_mean,predicted_sd
1,0.22679494837827682,0,legionella_pneumophila,2.502616902,1.8544156564571077,0.6201762565219958
2,0.22385001680173686,0,pseudoalteromonas_atlantica,0.884356946,2.149126413628472,0.5831988697711422
3,0.16251149385165375,0,shewanella_frigidimarina,1.984510825,1.946292318279499,0.6913352535262925
4,0.15828923400506242,0,legionella_erythra,2.439877631,1.9934757516152897,0.6618608254168145
5,0.15659187028366015,0,polaromonas_naphthalenivorans,2.072496792,1.9426287087678904,0.6663658618999216
6,0.1533856482329722,0,vibrio_cholerae,2.624078,1.8658351640493864,0.631597343801925
7,0.1550549540451069,0,alteromonas_mediterranea,1.60023135,1.806333163009471,0.7034630249340909
8,0.15264004797401257,0,actinobacillus_pleuropneumoniae,2.557073073,1.9556413503565224,0.6819621514569169
9,0.15574846588219,0,allofrancisella_guangzhouensis,2.437644826,2.0336527213532705,0.6018051970039257
10,0.1550665449733474,0,caldanaerobacter_subterraneus,2.038978311,1.8778392653475928,0.616915437096148
11,0.15380307813557584,0,rickettsiella_massiliensis,1.217108726,2.089100535444332,0.5732259883501082
12,0.12998122419722294,0,pseudomonas_entomophila,2.140351898,2.078875130734555,0.6100558409290626
13,0.12885741706518397,0,oleiphilus_messinensis,0.975408891,1.9969723901655068,0.5966556833231047
14,0.10496739259026637,0,alkalilimnicola_ehrlichii,2.688439099,2.111202335762152,0.5995516165552792
15,0.10864315222838622,0,methylococcus_capsulatus,2.310160988,1.7951754442218484,0.6712403146452818
16,0.11407414809935469,0,marinobacter_nauticus,2.180163838,1.6851435729852762,0.6909561941085343
17,0.1149892340994304,0,faecalibaculum_rodentium,0.527138112,1.8586740843494989,0.6044543900540876
18,0.09095438162505139,0,thermococcus_sibiricus,0.79859919,1.9416827492857816,0.607003561668094
19,0.09017612173477206,0,prosthecobacter_debontii,0.583169457,1.892954143720824,0.6260885956358462
20,0.07811095928406514,0,mesomycoplasma_hyorhinis,2.398348022,1.840977039081258,0.6365935133343724
21,0.07448525909099304,0,mycoplasmoides_pneumoniae,1.861577712,1.8424120784056,0.6538059123276975
22,0.06924642876420423,0,mycoplasma_mobile,1.946042082,1.88970227899638,0.6311920502348471
23,0.0662549973022265,0,capnocytophaga_ochracea,0.723472981,1.6198632401300954,0.6781627195662152
24,0.06240803869941377,0,elusimicrobium_minutum,2.141024821,1.9779983097798168,0.600512041723164
25,0.07122402677019189,0,desulfatibacillum_alkenivorans,2.680878694,1.8345787742185296,0.6285008867171403
26,0.06931149824067508,0,pseudobdellovibrio_exovorus,2.213700159,1.8807593844408392,0.6092274672459483
27,0.0711403616269986,0,chlamydia_trachomatis,1.774582628,1.875355979510288,0.6278252850453245
28,0.06906009918926809,0,acinetobacter_baylyi,1.787063747,2.1640568814007795,0.5644585957470829
29,0.07507923852846594,0,streptomonospora_alba,0.685408321,1.900445873721552,0.6286943938604578
30,0.07703291914142849,0,acaryochloris_marina,0.741584672,1.8515168555050727,0.6294026530163193
31,0.07749528513790009,0,spirulina_subsalsa,0.627633412,1.804910922946979,0.6524186974080184
32,0.07852232791214624,0,synechococcus_elongatus,1.168571766,1.5820772116982629,0.6979368819283482
33,0.0741319060735934,0,prochlorococcus_marinus,0.557440257,1.8452579320027405,0.6331610546585597
34,0.08042000569571445,0,thermotoga_neapolitana,1.490263786,2.000598541409971,0.6053335463335054
35,0.08587051515556364,0,leptospira_interrogans,1.731426696,1.6989470712664758,0.6685882767518446
36,0.0826111549930093,0,natranaerobius_thermophilus,1.98966786,1.8900863292248975,0.653579292217949
37,0.08139527510844118,0,mycoplasma_mycoides,2.036389871,1.825225379085928,0.6349242407731818
38,0.07886374829511203,0,dactylosporangium_aurantiacum,1.037278999,1.8544541653563231,0.6257667072225802
39,0.07288324338570218,0,bartonella_henselae,1.89129628,1.8471488450902904,0.621810084576073
40,0.07049492771393895,0,petrotoga_mobilis,2.301667303,1.9070165137884951,0.6327345151005093
41,0.06971377889950829,0,kosmotoga_olearia,1.967039428,2.133609012489819,0.5673496174753698
42,0.06962517794427132,0,bryobacter_aggregatus,1.530698492,1.8310561204534803,0.6040768527683982
43,0.06302376865762001,0,pyrococcus_furiosus,1.758248417,1.433435134187991,0.6877768252662889
44,0.06935536687011239,0,chondromyces_apiculatus,0.453266441,1.8324430560286868,0.5948383529024923
45,0.06918217187839276,0,thermosipho_melanesiensis,2.535662235,2.150481080662092,0.5286666401093156
46,0.0682550318559257,0,anaeromyxobacter_dehalogenans,2.169874934,1.8142062006246955,0.5853068250666905
47,0.0654411705000036,0,sorangium_cellulosum,1.097551383,1.4681937890430337,0.659196137461876
48,0.07539497287435697,0,chlorobaculum_parvum,1.00982332,2.209228316196019,0.5163909186642748
49,0.07948722439720217,0,neisseria_gonorrhoeae,2.008397154,2.1366451246503844,0.5464972652241521
50,0.07394533289567255,0,erwinia_tasmaniensis,2.10733047,2.226860186322124,0.555526383408516
51,0.07102187554679475,0,oenococcus_oeni,1.180578648,1.8794768345244373,0.5881758627034501
52,0.0775586707349702,0,haloarcula_marismortui,0.035272199,1.87241280979898,0.5722326176148463
53,0.07813269766062192,0,halobacterium_salinarum,0.749585165,1.578936211167073,0.7126051266839625
54,0.08588958431147413,0,parafannyhessea_umbonata,2.101134487,1.831362277543649,0.6841441731893064
55,0.08492182035911063,0,treponema_putidum,2.455904887,1.7326019944460869,0.6860408766782787
56,0.0815042925801731,0,sphaerochaeta_pleomorpha,2.453920976,1.9590959167127795,0.6316806582802811
57,0.07896201962441225,0,salinibacter_ruber,0.426405187,1.8607108607299605,0.635616196556467
58,0.08273227555286025,0,rubrobacter_radiotolerans,0.93566122,1.772371313377456,0.6815951476706047
59,0.08039615909721634,0,patulibacter_medicamentivorans,1.666300339,1.7210057094526825,0.6669338963204687
60,0.07836176364861097,0,salinispira_pacifica,1.859476866,2.124767079883464,0.5892477586878226
61,0.07448087131937164,0,ferrimicrobium_acidiphilum,1.541531794,1.7633196670961493,0.6699394732945395
62,0.07294854287744526,0,methylophaga_frappieri,2.216345237,1.9897567599966268,0.5880866450831436
63,0.07137059023919864,0,syntrophomonas_wolfei,1.84640567,1.9450906738215,0.6068255640585671
64,0.06990474936162833,0,methanococcoides_burtonii,0.599243482,1.9808826449531036,0.6004381465403541
65,0.0764133387732734,0,methanocella_arvoryzae,2.357982922,1.7694173051333342,0.687117761191015
66,0.074208645919738,0,methanosarcina_acetivorans,1.739538278,1.8845639253555928,0.6784873421418989
67,0.0725041911627531,0,glaciecola_punicea,0.256041525,1.6261935576188378,0.6661321780716688
