iterations,js_dist,trial,candidate_id,actual_score,predicted_mean,predicted_sd
1,0.22679494837827682,0,fervidobacterium_islandicum,2.693008517,2.2254099059698587,
2,0.2265791219269127,0,thermosipho_melanesiensis,2.535662235,2.0652888282806527,
3,0.22544857463923346,0,thermosipho_africanus,2.679863038,2.154319100060083,
4,0.22722192690303836,0,kosmotoga_olearia,1.967039428,2.089980865303791,
5,0.22772106852683824,0,thermotoga_neapolitana,1.490263786,2.082795143526315,
6,0.22230589414482935,0,petrotoga_mobilis,2.301667303,2.0470636581503587,
7,0.2228427810718891,0,archaeoglobus_fulgidus,2.720748727,2.050807761059131,
8,0.22393161293298774,0,thermodesulfobacterium_commune,2.469195783,2.0724186632645667,
9,0.21944058185038812,0,thermodesulfatator_atlanticus,2.532289725,2.1062025591778712,
10,0.21530871769461662,0,bacillus_licheniformis,2.066042506,2.0854244846085104,
11,0.2123252275182486,0,persephonella_hydrogeniphila,2.134987847,2.0839191948705387,
12,0.21006897488205795,0,pyrococcus_furiosus,1.758248417,2.0823002113281475,
13,0.18256006223891053,0,elusimicrobium_minutum,2.141024821,2.0753689696767985,
14,0.1886076856640199,0,methanosarcina_acetivorans,1.739538278,2.069643172408713,
15,0.1860886527718186,0,nonlabens_ulvanivorans,1.759333533,2.0579501433544594,
16,0.18839716726575761,0,bacillus_cereus,2.312239078,2.051695220167129,
17,0.18735157439412603,0,jeotgalibacillus_marinus,1.414467755,2.062020419336066,
18,0.187206202072949,0,desulfurella_acetivorans,1.539748495,2.0429858830722347,
19,0.18543763146624334,0,methanocella_arvoryzae,2.357982922,2.0332965004492136,
20,0.1854984029229993,0,methanococcoides_burtonii,0.599243482,2.0413137058183723,
21,0.13867686830129058,0,micromonospora_viridifaciens,1.960553202,2.015690165982098,
22,0.1396341120537154,0,methylophaga_frappieri,2.216345237,2.006599427532008,
23,0.13872125610841052,0,heliomicrobium_modesticaldum,1.771193949,2.0105080282142738,
24,0.13991283194356538,0,shewanella_halifaxensis,1.460613085,2.003594845099351,
25,0.12130204168217035,0,sporolituus_thermophilus,2.637720404,1.9947328981779855,
26,0.12171868969834691,0,megasphaera_paucivorans,2.075093247,2.020024101068532,
27,0.1216269335542732,0,veillonella_seminalis,2.121395073,2.021335390477686,
28,0.12422408382359133,0,chrysiogenes_arsenatis,1.853833754,2.0134693602129614,
29,0.12275507530290579,0,symbiobacterium_thermophilum,1.628086086,2.0089227791302147,
30,0.12588126082104636,0,adlercreutzia_mucosicola,2.230567136,2.0010799141922235,
31,0.12801306072231516,0,parafannyhessea_umbonata,2.101134487,2.008853850815586,
32,0.13087352489404028,0,bdellovibrio_bacteriovorus,2.084078493,2.0060866346515205,
33,0.13133850327091998,0,halobacterium_salinarum,0.749585165,2.006171967619932,
34,0.1320298804403625,0,falsiroseomonas_stagni,1.982275317,1.9875953335494,
35,0.13218291197367055,0,effusibacillus_pohliae,2.235187813,1.9873166696698303,
36,0.13149088769230619,0,virgibacillus_dokdonensis,2.290008311,1.9940040571016648,
37,0.13393658855221252,0,enterococcus_faecalis,2.132763975,1.999399514139612,
38,0.13262894554588123,0,limosilactobacillus_reuteri,1.594635441,2.0049454807679377,
39,0.1324213582203448,0,moorella_thermoacetica,2.651809755,1.9919293004691476,
40,0.13270768995416124,0,natranaerobius_thermophilus,1.98966786,2.003097595841653,
41,0.13432632077496715,0,alkaliphilus_oremlandii,2.3489884,2.001499676872351,
42,0.13394360335016794,0,clostridium_botulinum,2.360204009,2.006982418303319,
43,0.13573543585875378,0,caldanaerobacter_subterraneus,2.038978311,2.0144300475505985,
44,0.1353959768468808,0,paenibacillus_bovis,2.225088831,2.011252808524445,
45,0.1363236741366077,0,syntrophomonas_wolfei,1.84640567,2.0140126862791994,
46,0.13795615713336654,0,pseudobdellovibrio_exovorus,2.213700159,2.009181456710728,
47,0.13991350177134487,0,thermococcus_sibiricus,0.79859919,2.0104813466862423,
48,0.14124771788272103,0,geobacillus_kaustophilus,1.883213312,2.0014630738836607,
49,0.14265818646006265,0,desulfurobacterium_atlanticum,1.912423348,1.998639498076398,
