org_name,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
WP_216758941.1,0.650180307,0.561791918,0.638163667,0.661714247,0.741458332,0.827203688,0.855023484,0.772085077,0.749774891,0.714857727,0.671055423,0.656800043,0.700852867,0.824537035,0.968243738
RUP13001.1,0.208767834,0.398698894,0.705022291,0.85150616,0.912315584,1,0.890370761,0.668366284,0.590528719,0.469773322,0.34995989,0.274519442,0.227414756,0.20169072,0.164798409
WP_103121657.1,0.085869879,0.668703715,0.952238003,1,0.946371412,0.70880179,0.519912836,0.325861309,0.246627244,0.193158379,0.142829654,0.122140895,0.120334998,0.13612271,0.125620207
WP_084563696.1,0.758082999,0.725183227,0.809359781,0.867971629,0.87580219,0.98285602,0.972643353,0.929626975,0.881714076,0.853590381,0.813451252,0.785680204,0.787591547,0.840557266,0.854468925
WP_020181142.1,0.066020699,0.716166246,0.964984733,1,0.93020237,0.635312672,0.444607221,0.277093399,0.178115087,0.126215122,0.091952125,0.074634756,0.06450946,0.066061318,0.069652546
PZQ11333.1,0.113085327,0.687507992,0.932766248,1,0.950828146,0.790165468,0.604056588,0.408117988,0.27280269,0.196659717,0.148500914,0.122013576,0.106390854,0.102558006,0.09904131
TMJ90498.1,0.171830022,0.685392671,0.887236781,0.961299419,0.986240471,0.999105544,0.901972104,0.687344165,0.572266559,0.428150275,0.297571948,0.210786375,0.151487844,0.116754287,0.085633074
WP_225106888.1,0.622916918,0.511829964,0.603737444,0.666791452,0.720700593,0.887028818,0.857538926,0.786514021,0.753910469,0.693991386,0.632879418,0.626891217,0.67392795,0.802152801,0.928000221
WP_232630168.1,0.168651623,0.446149562,0.786456352,0.912577103,0.98453038,1,0.849969241,0.579532359,0.482472512,0.365636887,0.265288155,0.219278809,0.195251029,0.187796221,0.164002806
WP_051911054.1,0.516673895,0.446495088,0.64164976,0.765777378,0.809627293,1,0.950690819,0.711164149,0.750659733,0.715806645,0.646106726,0.621458948,0.606159218,0.651195101,0.601083037
WP_066879886.1,0.818497001,0.852824573,0.897321491,0.914194297,0.932074384,0.962115358,0.939024769,0.907559557,0.880228668,0.856628298,0.841923605,0.820450884,0.822460786,0.7726078,0.784325873
WP_183506314.1,0.84865763,0.89630955,0.907957352,0.905155195,0.966669987,0.947662728,0.948401977,0.896536105,0.893715074,0.88307192,0.869162839,0.852084934,0.812474904,0.816565428,0.797851312
WP_243947655.1,0.24546619,0.227035482,0.508690168,0.688321658,0.768480928,1,0.892144451,0.612398183,0.596288774,0.52056056,0.431326018,0.393326978,0.379453003,0.381496824,0.32864827
WP_244024857.1,0.156341894,0.243658423,0.528090641,0.723865745,0.79960684,1,0.872148284,0.580081475,0.490586821,0.379129002,0.274032079,0.217365592,0.178181257,0.156262395,0.130886089
WP_091716384.1,0.22378232,0.21549272,0.503940332,0.703427385,0.788682938,1,0.87250666,0.582480885,0.55259354,0.480779219,0.397180525,0.373329229,0.364857001,0.376689399,0.329028259
MBE7249430.1,0.142886823,0.302372325,0.640199545,0.81975764,0.880154163,1,0.857380941,0.580804079,0.489119769,0.375938361,0.266156879,0.212750839,0.187637127,0.175919998,0.146377289
WP_210031178.1,0.155548943,0.339520444,0.673719118,0.843020521,0.899456523,1,0.886693414,0.612167318,0.521360658,0.399288091,0.28308988,0.221456411,0.185223223,0.170293608,0.136433796
MBP1828068.1,0.86007441,0.936900151,0.944557421,0.935203229,0.915806107,0.904330793,0.976952376,0.923744165,0.92347294,0.909066469,0.887772811,0.86593316,0.849040157,0.850918994,0.814604274
WP_238195950.1,0.141052963,0.323883203,0.660411157,0.835384765,0.892373039,1,0.877693216,0.616883225,0.514446687,0.385840476,0.268536877,0.205123471,0.170695214,0.154155839,0.122952008
WP_010685236.1,0.167771533,0.26778898,0.596094531,0.784115873,0.847304241,1,0.867908986,0.583416635,0.514379519,0.407467958,0.310580329,0.26659798,0.24557067,0.242813187,0.206457135
WP_243973018.1,0.131103116,0.285452264,0.613057291,0.800210326,0.871353838,1,0.884723488,0.593589283,0.498640081,0.369028163,0.249441934,0.181451176,0.143837243,0.125060301,0.097436242
WP_244005007.1,0.315301433,0.208445649,0.474007226,0.651809668,0.728666469,1,0.95134393,0.64692443,0.700187799,0.649375747,0.56184603,0.533635168,0.540139905,0.556571084,0.479745333
EBC78536.1,0.140561704,0.289068595,0.614816605,0.807619466,0.868186756,1,0.859794696,0.575542649,0.485337442,0.362151737,0.252496018,0.194878006,0.164561599,0.155757946,0.131723493
WP_244001208.1,0.259491006,0.30598932,0.546645964,0.731110923,0.808377636,1,0.896949532,0.600282565,0.540575588,0.444043929,0.351918999,0.311462918,0.297590409,0.33479924,0.332684909
WP_243985805.1,0.141759759,0.279345991,0.584091615,0.779927138,0.852613139,1,0.862363478,0.56268361,0.464199691,0.346252314,0.238634942,0.186293462,0.152124319,0.133372288,0.109215415
WP_238201318.1,0.229291184,0.206978337,0.480929223,0.671560764,0.756755532,1,0.900787845,0.611421015,0.600663525,0.520810995,0.41821617,0.374237856,0.358440469,0.359596805,0.303800939
WP_243923039.1,0.289098705,0.218881602,0.488440107,0.665308365,0.740957692,1,0.921172,0.641127043,0.654855416,0.596861398,0.509241352,0.484343956,0.476021733,0.488755568,0.422120398
MBE7247691.1,0.23957196,0.236482844,0.528673372,0.709193818,0.781395325,1,0.884259839,0.593231638,0.578850323,0.501996094,0.419792017,0.385735485,0.373215798,0.376529002,0.325819438
WP_170862988.1,0.120661336,0.270048033,0.598080622,0.786413042,0.860009707,1,0.848280509,0.549093039,0.460988602,0.32755129,0.224010654,0.162004226,0.129514778,0.115926229,0.091521639
KZC02975.1,0.130448098,0.278410866,0.608392798,0.794915206,0.858676794,1,0.881982489,0.589012261,0.484511701,0.359053657,0.241982589,0.177929283,0.142460879,0.123513667,0.096969064
WP_175556313.1,0.128360459,0.289257554,0.611869476,0.796584827,0.847936478,1,0.865090863,0.57322944,0.476970063,0.351410254,0.23616011,0.172497901,0.134867241,0.114813634,0.088468387
WP_020094044.1,0.13950642,0.239870806,0.53047954,0.732236017,0.807016509,1,0.8578092,0.542254625,0.450305242,0.337357661,0.229240535,0.173751162,0.140446341,0.128297503,0.106115507
WP_012321222.1,0.123889651,0.266970086,0.585612813,0.780722436,0.853545491,1,0.865261291,0.567149886,0.45774323,0.327971552,0.224744781,0.165533695,0.131286269,0.116090263,0.090693153
WP_043074545.1,0.143879261,0.286694664,0.604133967,0.79671699,0.87195317,1,0.883054136,0.587872844,0.482592242,0.364780199,0.246171664,0.18736966,0.155242197,0.149903559,0.12918874
WP_170855175.1,0.177008668,0.360452003,0.689287321,0.851108373,0.908261509,1,0.900256083,0.649286869,0.551681955,0.423810914,0.303399872,0.232355084,0.190861061,0.172628321,0.144057514
KQS53152.1,0.136751353,0.282685012,0.601443534,0.784035845,0.861909639,1,0.861139607,0.576075912,0.47347275,0.3456739,0.238067379,0.178542,0.143275139,0.128205984,0.106779961
WP_170868125.1,0.213911412,0.412956563,0.722797781,0.85375823,0.885266395,1,0.905451179,0.687815568,0.610087115,0.494123,0.368918995,0.289700849,0.239031268,0.212411655,0.166043739
WP_043346265.1,0.150216184,0.327447957,0.657680727,0.824112851,0.88162125,1,0.866152798,0.607254595,0.521017894,0.397304863,0.274413366,0.212285455,0.175503528,0.159329182,0.127978186
WP_182592662.1,0.156064217,0.307970892,0.645195728,0.815277136,0.862324331,1,0.885383991,0.606696433,0.526918745,0.412130609,0.291192252,0.227952808,0.19339276,0.178206946,0.143700757
WP_139174061.1,0.145124025,0.292258145,0.626160013,0.811934113,0.865456172,1,0.868012994,0.575971426,0.488174967,0.372532486,0.265931603,0.209622735,0.179641891,0.166776813,0.138731
KAA0121378.1,0.158390718,0.29831195,0.63576596,0.818952703,0.885659919,1,0.880597381,0.594058996,0.513142499,0.395503809,0.29161894,0.236408956,0.210482495,0.201912726,0.167929078
WP_243907592.1,0.244134304,0.222680132,0.504189372,0.698688053,0.780586848,1,0.903300334,0.610704466,0.601828749,0.533327268,0.443259367,0.410300573,0.40209726,0.405474975,0.348857339
WP_147048881.1,0.153927118,0.359718339,0.700750186,0.866071317,0.920832758,1,0.887284415,0.614875068,0.520895665,0.398775039,0.28496397,0.225428738,0.197369236,0.185095805,0.150996448
WP_243920772.1,0.141704515,0.232364278,0.530607896,0.722131184,0.80909153,1,0.900126399,0.609790356,0.518199487,0.394137726,0.257435774,0.180964717,0.134989233,0.11193377,0.082562438
WP_244027711.1,0.274323465,0.220297469,0.487662007,0.672295792,0.766952582,1,0.933261531,0.636250484,0.637341589,0.560988187,0.484189756,0.448782622,0.442075105,0.44471689,0.389006542
WP_243933544.1,0.200417024,0.228761728,0.522700195,0.715240276,0.802200059,1,0.87340738,0.576509182,0.544207216,0.462413933,0.370549865,0.334793301,0.320797201,0.322545786,0.275520359
TAL81953.1,0.151519044,0.421183079,0.729716094,0.865296172,0.892463583,1,0.884825206,0.637438672,0.539854947,0.402948807,0.273968407,0.193581891,0.142921011,0.113083032,0.07716906
EDA34492.1,0.676844808,0.599192062,0.686909098,0.719998164,0.72730103,0.830395307,0.849372333,0.777954896,0.781879054,0.744406829,0.707076481,0.703545425,0.74054522,0.863887225,1
ECZ60733.1,0.766002489,0.727291554,0.805754112,0.830597281,0.819494875,0.886818812,0.996755978,0.902401122,0.877014372,0.844908644,0.801911977,0.780641834,0.782902909,0.859618004,0.904021521
MQM39930.1,0.625063171,0.638018174,0.750476369,0.84271844,0.892292579,0.985564392,0.963186341,0.826410079,0.784179357,0.756116258,0.686908613,0.636393205,0.690321,0.778099607,0.843654878
WP_084143555.1,0.178201804,0.380994426,0.676395334,0.838979963,0.88495459,1,0.865576465,0.595219384,0.466056773,0.345665687,0.249405064,0.200008596,0.176389506,0.179607432,0.179020352
MBS0252975.1,0.180949529,0.375409566,0.707064774,0.872236021,0.894864532,1,0.824772547,0.541267934,0.443948888,0.346366963,0.245915964,0.202304879,0.193882299,0.219216969,0.233224296
WP_074125485.1,0.522540979,0.633951259,0.806192086,0.904663408,0.951136883,0.996372807,0.90890318,0.737787853,0.699419144,0.63268308,0.591313159,0.582123145,0.545498041,0.534200368,0.525913708
WP_126540840.1,0.467183637,0.697729096,0.952403973,0.999890665,0.9616025,0.912950147,0.814665974,0.708699752,0.627324908,0.586532102,0.516380581,0.481180638,0.510389449,0.627345855,0.650072684
WP_247968485.1,0.107222684,0.708655517,0.916443011,0.988172921,0.982812626,0.988724,0.859847757,0.618957641,0.474345802,0.335475077,0.206473994,0.132316399,0.091122426,0.068749468,0.050288855
WP_246918073.1,0.063191728,0.606312855,0.887748504,0.99443428,0.99232386,0.963887949,0.790797983,0.502938969,0.346394585,0.216713835,0.120095171,0.077325789,0.054359535,0.043603585,0.032889897
WP_247328266.1,0.06431264,0.618004091,0.904261695,1,0.994798433,0.98081838,0.80605625,0.514569673,0.355554544,0.223453711,0.125809403,0.079490601,0.054467332,0.04282234,0.032112688
NBS35359.1,0.098370547,0.250988991,0.55211123,0.769141896,0.848422511,1,0.793581201,0.491679903,0.362115227,0.239074229,0.160872895,0.116822551,0.093331696,0.081068457,0.074602515
MBM3574717.1,0.107388628,0.230004555,0.524490219,0.735470856,0.83695769,1,0.837933642,0.512936341,0.405682976,0.289757353,0.185354977,0.133202261,0.103972175,0.089748415,0.077063443
PZR84535.1,0.217363777,0.440552446,0.740975652,0.876383903,0.91663826,1,0.899900723,0.681793897,0.580056251,0.450563523,0.334162222,0.252391381,0.19904986,0.164637502,0.124907488
MBC7576810.1,0.120850664,0.632954864,0.863767173,0.944066845,0.97006124,1,0.870618702,0.6256136,0.493506236,0.349097248,0.223730989,0.147441785,0.104462757,0.081701312,0.058623585
WP_212017892.1,0.081497128,0.63120216,0.903770802,0.999592317,0.98690069,0.990272768,0.827163231,0.554658468,0.402098459,0.262938698,0.159852835,0.103422588,0.073191043,0.05835324,0.043755088
WP_243910531.1,0.135423406,0.420047271,0.751245725,0.893952967,0.927067321,1,0.874130924,0.611799668,0.500360538,0.366751295,0.241259093,0.169879148,0.126042118,0.102467311,0.076654779
WP_238277815.1,0.129641146,0.417307144,0.755242388,0.907357916,0.960382272,1,0.875770056,0.618748321,0.492028653,0.359040627,0.233445669,0.160182203,0.11824408,0.094050816,0.069148676
WP_244011233.1,0.120864285,0.364481706,0.720717749,0.88930996,0.93876281,1,0.857059858,0.560161,0.436681648,0.311025906,0.201229671,0.145687695,0.11429577,0.099193207,0.081515962
WP_056220352.1,0.14971948,0.462159499,0.791742827,0.911739453,0.956703408,1,0.881743621,0.641770444,0.523809405,0.383196791,0.258236976,0.183944841,0.137132228,0.114055555,0.086217538
WP_056469137.1,0.149618613,0.452930109,0.775630205,0.915371294,0.941342909,1,0.880124771,0.648204724,0.523580564,0.384611731,0.259615402,0.180835951,0.135393081,0.112705344,0.084201057
WP_238311161.1,0.08882524,0.374601533,0.735873608,0.896587048,0.943394433,1,0.846401137,0.556600597,0.425846228,0.286361511,0.176169663,0.116712717,0.08072979,0.06109985,0.043487567
WP_183396054.1,0.073384243,0.618853975,0.941559238,1,0.910215975,0.553571869,0.378461975,0.228512179,0.14847321,0.114510327,0.088351789,0.075099383,0.068718828,0.069391655,0.065930815
WP_057020575.1,0.114297131,0.483222161,0.84346555,0.975600969,0.975377002,1,0.843115633,0.545870295,0.432942092,0.307923999,0.21172554,0.167006207,0.146443238,0.138501792,0.112244314
WP_225647642.1,0.114272095,0.450720457,0.815717969,0.95796469,0.994714252,0.983999211,0.807229563,0.514121755,0.404446061,0.290662966,0.20026116,0.159822418,0.137812206,0.131554024,0.111013536
MBN9281324.1,0.356673351,0.500206586,0.713667819,0.831136419,0.886069342,1,0.890890763,0.673531097,0.582248607,0.488423279,0.406126251,0.382219573,0.389667262,0.492919447,0.567514349
ADJ23120.1,0.137143542,0.556795115,0.832804855,0.947116673,0.956240144,1,0.854329774,0.578716126,0.455313701,0.326206238,0.214868105,0.15669953,0.128984909,0.127089776,0.123648987
WP_146089935.1,0.061994578,0.362288641,0.720657562,0.915353344,0.947404934,1,0.778300614,0.47032759,0.307549928,0.194095329,0.117795242,0.077219392,0.057423816,0.048473871,0.038780929
WP_088520414.1,0.076111135,0.517975972,0.836877231,0.978036497,0.984604832,0.994526042,0.773240476,0.464930017,0.326337236,0.212220459,0.13405775,0.091717429,0.068869783,0.057430219,0.046981938
WP_155445196.1,0.093973163,0.38295933,0.714637374,0.891709996,0.94424119,1,0.833503512,0.525591663,0.372922681,0.245644986,0.155081997,0.10844453,0.087218767,0.088613199,0.087514621
WP_237344988.1,0.074679094,0.700071703,0.962174378,1,0.920113019,0.600830489,0.420735785,0.261242645,0.1711349,0.123528404,0.09212019,0.07596366,0.068250566,0.073094293,0.074177156
WP_183395182.1,0.180984823,0.66322167,0.955921307,1,0.887570711,0.633804755,0.476971107,0.353645277,0.266082615,0.22422543,0.202553897,0.189617121,0.180309934,0.187044757,0.181749565
WP_056285770.1,0.116917935,0.32022428,0.681249082,0.864832647,0.951332788,0.990516418,0.813175911,0.497035911,0.39121475,0.274569243,0.183095293,0.142350433,0.120640642,0.116301372,0.105550075
MCC0001432.1,0.091767921,0.254094474,0.585173744,0.791209224,0.85704775,1,0.839782946,0.54356276,0.413300252,0.283815687,0.176353867,0.117060028,0.080241609,0.06128367,0.04270075
MCC2109192.1,0.121411284,0.313125332,0.641206628,0.820582954,0.886828768,1,0.883363952,0.606293841,0.484052852,0.34171169,0.223130599,0.154643016,0.106665745,0.082907544,0.05775586
WP_147044974.1,0.112552749,0.317646966,0.656203752,0.838726748,0.902812832,1,0.854140886,0.571300406,0.456495233,0.323884913,0.207210213,0.144068793,0.106704714,0.089379369,0.068298724
WP_238246025.1,0.230465785,0.331693593,0.643808282,0.830425529,0.870932215,1,0.858090521,0.556931523,0.475290212,0.378065417,0.295585249,0.258316106,0.264960974,0.29671056,0.30358632
WP_172114205.1,0.118444407,0.442909549,0.813411028,0.951129057,0.95315079,1,0.823121189,0.53105547,0.412222707,0.283602849,0.187866044,0.135149701,0.111110882,0.104839444,0.102485604
WP_212501448.1,0.47844772,0.463845611,0.669115425,0.777259211,0.797892632,1,0.935430095,0.757490006,0.701270984,0.61822692,0.531502018,0.502504367,0.534091114,0.644766817,0.709746193
WP_009027727.1,0.198796577,0.465132422,0.806079764,0.946175001,0.949075408,1,0.862589764,0.58569066,0.480624431,0.362571078,0.261427063,0.215563909,0.20130999,0.219340596,0.235953822
WP_011925014.1,0.242046306,0.435581375,0.758347481,0.90218271,0.907184728,1,0.852451855,0.596557106,0.496274084,0.38910133,0.297645702,0.256197034,0.247506103,0.280139264,0.292147566
WP_008964302.1,0.096220189,0.47527615,0.839232665,0.970391075,0.980114015,1,0.836957837,0.547889619,0.425698084,0.292241137,0.180024745,0.122047032,0.087194003,0.070298256,0.050893747
WP_056168372.1,0.116396695,0.330645094,0.678391488,0.862226345,0.905206657,1,0.81356663,0.520899067,0.396965111,0.280220109,0.180565378,0.132882838,0.109237573,0.104173186,0.099758708
WP_091973554.1,0.149251161,0.47805412,0.802897156,0.931042076,0.973233836,0.994130727,0.890744686,0.662059687,0.536099055,0.393924998,0.263137072,0.185133175,0.13744801,0.11322917,0.086566941
WP_056096160.1,0.168658517,0.317385406,0.646147563,0.836241388,0.882362401,1,0.82270564,0.527362598,0.418083427,0.3079557,0.224664853,0.188945322,0.182085859,0.21170188,0.235186882
WP_244026402.1,0.160001707,0.511205296,0.832604165,0.949048484,0.98925021,0.998257575,0.917795506,0.681748504,0.570420964,0.418833886,0.280356326,0.195690846,0.14275123,0.113483742,0.084351478
WP_018042885.1,0.14402249,0.447139962,0.770181817,0.913022499,0.942142558,1,0.869527651,0.630259665,0.514126722,0.374489178,0.248389914,0.172621959,0.130862239,0.108882897,0.085380982
WP_147763045.1,0.698398386,0.779838399,0.877121218,0.900959337,0.934939279,0.97729841,0.967597567,0.862177599,0.828832115,0.776355492,0.733031519,0.712784702,0.690290818,0.707478638,0.677536301
WP_247637186.1,0.839980703,0.91517087,0.912766123,0.903243818,0.967746921,0.964041119,0.928522756,0.893013644,0.90269689,0.883547233,0.847522025,0.868193403,0.857970333,0.786656775,0.802237587
WP_056188172.1,0.834232707,0.838192177,0.873023081,0.875049647,0.968839683,0.884168125,0.896920938,0.88691744,0.864895428,0.817376576,0.824779115,0.76507035,0.785648343,0.732795618,0.783460879
WP_056483056.1,0.796697454,0.839200979,0.860332635,0.846743888,0.966038696,0.891595225,0.867533522,0.856317539,0.855873264,0.869927946,0.800268957,0.78635314,0.781842966,0.795514929,0.78123515
WP_238228006.1,0.118547565,0.345738483,0.693062951,0.88777399,0.926396134,1,0.841646261,0.527407576,0.405700798,0.287021956,0.194118036,0.144441732,0.120365965,0.102821657,0.089556399
WP_199751885.1,0.096958486,0.598214674,0.861645476,0.943694246,0.996331978,0.948011664,0.785841654,0.515111091,0.374258233,0.255347388,0.162877411,0.115643549,0.091828987,0.079197571,0.066801169
MAA77126.1,0.303234174,0.497634949,0.557377228,0.729568816,0.692948605,0.666666667,0.627962216,0.701547051,0.323345009,0.381787409,0.224092923,0.318592305,0.200815635,0.193768321,0.200499172
WP_127730925.1,0.12654243,0.365739347,0.719732152,0.885485809,0.961616426,0.91131434,0.782328268,0.511467118,0.395364034,0.266176097,0.188957116,0.144159122,0.125699364,0.112393861,0.089517111
EDB59377.1,0.497743726,0.501107683,0.704201359,0.815773731,0.866427651,0.970247904,0.934928798,0.746005795,0.713053979,0.609186722,0.544546157,0.517367941,0.536902937,0.62490978,0.689611718
ECI18950.1,0.655173127,0.564678531,0.648070215,0.716793721,0.806652788,0.990797277,0.998412114,0.812616567,0.844038975,0.820073706,0.710711477,0.688518252,0.732833436,0.834901834,0.965458413
ECA15697.1,0.661183277,0.459438665,0.579660735,0.634314006,0.785296666,0.874355277,0.927786316,0.823349801,0.768934619,0.725297696,0.658056664,0.644808844,0.671281904,0.866366089,0.951555727
ECY98703.1,0.553541601,0.541897365,0.628197996,0.739923341,0.847913935,0.802696011,0.881418423,0.776127112,0.72992904,0.66777308,0.603563229,0.618709793,0.620916287,0.694975526,0.740361865
EDC84703.1,0.639418653,0.578211935,0.58029356,0.727202488,0.755746891,0.69707479,0.984446859,0.798032924,0.795839135,0.787612677,0.677306076,0.638067262,0.668284394,0.886306021,0.864804133
EBE86558.1,0.605112024,0.486496643,0.512541501,0.616878116,0.794967804,0.680704123,0.846532725,0.77306971,0.744331585,0.670407108,0.573633806,0.614907809,0.604434297,0.747251246,0.878897166
WP_130225907.1,0.17010546,0.592382441,0.864405583,0.946948899,0.971767946,0.990374313,0.849380042,0.584053151,0.437864901,0.344911079,0.219813706,0.17041819,0.155293392,0.164671463,0.169496184
WP_043159183.1,0.100266515,0.601095033,0.869842035,0.95914967,0.98778323,0.97729699,0.798645661,0.528080563,0.367956162,0.245011411,0.158732721,0.117267595,0.091619444,0.077948993,0.070154126
WP_130580678.1,0.109008673,0.577704278,0.86895304,0.987670412,0.988590238,0.967460488,0.794947183,0.499318844,0.364744806,0.238351826,0.16072364,0.115213092,0.096330558,0.076919364,0.068586615
WP_208821226.1,0.113707478,0.569083095,0.819891445,0.927090485,0.99715059,0.910614616,0.76879404,0.485376952,0.36067982,0.264370962,0.175819837,0.130562063,0.102861975,0.084918654,0.068266963
WP_051396578.1,0.151982065,0.605261949,0.85035774,0.93860659,0.984756708,0.967935216,0.77256222,0.549507979,0.413123554,0.282572555,0.21465622,0.176969963,0.144323586,0.128569441,0.118004976
MCA1455690.1,0.063141064,0.708749461,0.939676211,1,0.939256024,0.894193026,0.72866556,0.442049485,0.287440879,0.178401087,0.111508816,0.074536201,0.055027386,0.047238407,0.040721493
WP_214491735.1,0.063387428,0.584414136,0.854140157,0.958089286,0.970471136,0.893634501,0.703778463,0.432466385,0.276612094,0.181324652,0.108542752,0.074613884,0.05696521,0.046979352,0.039850945
WP_232629746.1,0.20892983,0.448531259,0.734977392,0.884698233,0.937784133,1,0.82425361,0.573746333,0.475892897,0.364119743,0.271246174,0.228492618,0.209068193,0.208038202,0.214953922
EDB46400.1,0.535696229,0.555425008,0.707162611,0.811404171,0.917375198,1,0.8869398,0.745835144,0.674549703,0.585483897,0.551423286,0.532879326,0.535732,0.600029686,0.614100798
EDD92622.1,0.653333152,0.638123054,0.705563738,0.808948673,0.9559635,0.828318952,0.937705854,0.803903427,0.758639737,0.665127292,0.699504729,0.637373262,0.688987154,0.786697039,0.82735527
EBA98960.1,0.755905683,0.663881744,0.604818203,0.729565561,0.889735953,0.52580967,0.771382407,0.656048882,0.736104606,0.725199066,0.700292518,0.677885739,0.672860023,0.575065435,0.559214445
EBS30196.1,0.522227105,0.509992883,0.633986171,0.493865065,0.876848775,0.768229892,0.58670128,0.792907559,0.474554356,0.737539004,0.450955729,0.734887315,0.480790053,0.572460477,0.576908278
WP_212402844.1,0.368508845,0.619753438,0.803783358,0.886246533,0.911942227,0.972132725,0.864110947,0.653592763,0.581482896,0.536214329,0.444190806,0.407861193,0.385072372,0.463598516,0.427524898
WP_212461706.1,0.080355898,0.624121326,0.895009255,0.991126188,0.982373965,0.962872884,0.798439533,0.52319414,0.365514898,0.234602666,0.144432983,0.09720112,0.069972764,0.058572751,0.045647891
WP_147081983.1,0.100306703,0.397136127,0.679262586,0.820616691,0.953233838,0.911310935,0.776528028,0.504535483,0.387971144,0.272476259,0.17803449,0.126886219,0.098676747,0.085779888,0.067794296
WP_183504693.1,0.464171016,0.545530156,0.673994025,0.76473564,0.947573589,0.787342171,0.781709964,0.63321561,0.600227573,0.564646432,0.488919668,0.464565482,0.451719756,0.446847968,0.444551495
WP_091948391.1,0.397359694,0.555042933,0.753094154,0.877343613,0.921031468,0.976931868,0.901387348,0.715852376,0.616082702,0.540015998,0.463078362,0.406537333,0.370624049,0.343021962,0.325080477
WP_137829608.1,0.131780537,0.296913091,0.607737083,0.778236774,0.914726723,0.942987058,0.799196841,0.522020959,0.434710999,0.326327913,0.222058493,0.170038287,0.140330095,0.127748481,0.104234479
WP_183572136.1,0.133544832,0.320017178,0.651178965,0.838460934,0.905081133,1,0.851788554,0.551656742,0.45458301,0.33421906,0.22287335,0.164126272,0.133729098,0.115244215,0.096052346
WP_196407746.1,0.068685548,0.271112919,0.596000047,0.800562631,0.966461521,0.949045522,0.774776416,0.483879224,0.338830588,0.219414962,0.128410379,0.080238702,0.058603511,0.046143989,0.035496223
WP_036291307.1,0.073082847,0.249597535,0.584960153,0.800599004,0.890965681,1,0.789930325,0.486958637,0.334233009,0.213877266,0.129836297,0.088425792,0.063414628,0.053503083,0.043174573
WP_036293838.1,0.078101134,0.318485128,0.652045822,0.835283924,0.949556639,0.962367832,0.794718978,0.508482527,0.363879697,0.237253667,0.14358531,0.093903033,0.067503923,0.055129688,0.042510045
WP_018267140.1,0.079989796,0.318191389,0.661223704,0.853121105,0.93014832,1,0.834270302,0.540646844,0.390523922,0.251745784,0.152825024,0.097434199,0.069291823,0.054124882,0.041687646
WP_161912438.1,0.101151538,0.279461647,0.602299542,0.81944644,0.930113614,1,0.805884925,0.490473397,0.352149421,0.236229714,0.154928968,0.113522484,0.087911218,0.077307448,0.067868401
WP_064033039.1,0.084617287,0.259082992,0.587746578,0.811325934,0.911751773,1,0.803428043,0.489513261,0.336744747,0.218959751,0.139679344,0.10055085,0.077407899,0.066868144,0.05711128
WP_222577430.1,0.086928177,0.298699224,0.625506821,0.824954702,0.959728807,0.980084882,0.813232564,0.520623927,0.376365071,0.245627925,0.154005189,0.104510115,0.07932222,0.06710783,0.055268141
WP_108915665.1,0.071131246,0.242925157,0.558512364,0.776069128,0.943860346,0.932192963,0.749379621,0.443161252,0.300049004,0.195902394,0.11898005,0.079264372,0.059515683,0.049901898,0.038560716
WP_166141150.1,0.148753581,0.313434429,0.608108697,0.826923041,0.919423694,1,0.8037371,0.50710007,0.377920121,0.272115271,0.1992674,0.159204309,0.135040943,0.126590198,0.114783228
WP_159731795.1,0.092055978,0.287857014,0.616935682,0.834512619,0.916723766,0.99559821,0.794411108,0.507847447,0.349513441,0.232248814,0.153743603,0.111550022,0.086258123,0.078560186,0.065556629
WP_233383166.1,0.106223986,0.285850119,0.621012695,0.8297236,0.894940524,1,0.82879121,0.534389416,0.418890891,0.291936616,0.188076254,0.133988752,0.102289563,0.084993223,0.065103466
KQT53354.1,0.170996191,0.383863693,0.700250776,0.873516847,0.946115439,0.98242787,0.847804452,0.568120793,0.477525604,0.361944453,0.254410912,0.196979759,0.166184902,0.146855458,0.12892834
WP_009864975.1,0.153077687,0.395827277,0.717619687,0.867104709,0.919401397,1,0.860478584,0.612667275,0.51800148,0.388343054,0.266640021,0.1973864,0.158407032,0.131990904,0.104049136
HJE23294.1,0.15969286,0.410612098,0.744363571,0.892066745,0.947421783,1,0.882859428,0.615155097,0.515644309,0.390718139,0.271582223,0.202125713,0.160591046,0.135717073,0.106874172
WP_110353709.1,0.130603997,0.345046186,0.663617958,0.830914568,0.944650916,0.937766947,0.802813006,0.533744436,0.441341274,0.324548038,0.219418201,0.162088166,0.129757719,0.109928989,0.091222875
WP_231346494.1,0.112674907,0.588190336,0.82451024,0.930658192,0.952146767,1,0.837427401,0.565391589,0.437450988,0.305962284,0.197369963,0.137965049,0.102078993,0.082222005,0.063498207
KQQ27110.1,0.118218175,0.502038869,0.771441232,0.917373624,0.960086417,0.995104274,0.791857751,0.488498115,0.371737946,0.262144095,0.181095043,0.141924342,0.116096328,0.10887284,0.091631249
AWI88669.1,0.137884655,0.340606371,0.681798848,0.864201947,0.90846434,1,0.856689999,0.552964002,0.452625044,0.332211325,0.223965345,0.168877966,0.137348993,0.118583265,0.098136994
