org_name,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
WP_180941508.1,0.879890325,0.887858145,0.887185258,0.918443727,0.923348919,0.948223889,0.973234777,0.929980052,0.927716082,0.909378052,0.888279595,0.8191788,0.847822348,0.905575548,0.872366964
WP_173421067.1,0.509895749,0.588437205,0.718350183,0.805340352,0.962589372,0.895412858,0.808342231,0.694242334,0.650948133,0.602659631,0.537907446,0.510987634,0.501111633,0.50064629,0.497560236
MBP1874105.1,0.608847556,0.660713306,0.76377915,0.826785416,0.929870343,0.960486737,0.866028075,0.760256274,0.716169085,0.688425827,0.638383959,0.623870018,0.614403141,0.622808001,0.625047518
WP_176353279.1,0.768851432,0.761403737,0.823175705,0.874720024,0.92121857,0.982125076,0.975519105,0.926347679,0.876088825,0.843729324,0.789380017,0.781093281,0.801593274,0.884041777,0.949543101
WP_168833374.1,0.851223483,0.845592971,0.844781043,0.90118222,0.945506228,0.956702238,0.94868924,0.898775547,0.879163843,0.844170439,0.817649211,0.787728574,0.79406148,0.794148081,0.805196566
UIJ93868.1,0.686875091,0.632420328,0.685013272,0.685382472,0.992949225,0.695008833,0.758292327,0.715995501,0.686648484,0.646095703,0.659604701,0.635474907,0.58905628,0.635379513,0.595409443
TMJ31690.1,0.141279656,0.357595421,0.664230889,0.832838887,0.919678211,1,0.833142849,0.556733287,0.439996775,0.31997111,0.216140338,0.15919201,0.128371618,0.113201253,0.092884886
WP_180155707.1,0.623569481,0.529425523,0.706564825,0.78603811,0.864923966,0.943827818,0.967927833,0.810005476,0.824457064,0.824930158,0.794162174,0.806102172,0.892757108,0.977003981,0.971752281
KQT61367.1,0.174136276,0.34379211,0.683813929,0.865087742,0.911740075,1,0.834099171,0.535029794,0.452590341,0.356130881,0.273722607,0.235762558,0.22375017,0.221510213,0.194185953
WP_091941328.1,0.144309217,0.325721268,0.675042642,0.855624822,0.893338117,1,0.823123977,0.512248205,0.432238469,0.331344252,0.244234826,0.207117111,0.192865388,0.190920736,0.164105589
WP_137831829.1,0.138826039,0.320340473,0.666946778,0.844641666,0.992034627,0.951185577,0.787919184,0.486484527,0.401970252,0.305908487,0.220243393,0.183974288,0.165522138,0.158356054,0.134929126
WP_173510180.1,0.726657287,0.722373496,0.745937573,0.733604129,0.964993885,0.789698349,0.779476456,0.770528871,0.746063937,0.718821177,0.717278608,0.708694558,0.679782296,0.692164813,0.689539688
WP_225169660.1,0.800187451,0.808221792,0.825911667,0.874245043,0.949208154,0.923429508,0.95422071,0.845197966,0.852251919,0.841969668,0.778739236,0.790739191,0.797506937,0.832291864,0.841718778
WP_136509072.1,0.813839918,0.732590896,0.780727927,0.766114092,0.904907718,0.87282142,0.888266553,0.833606309,0.825290709,0.805489552,0.776048439,0.776201825,0.800802438,0.909186338,1
WP_092586475.1,0.881851528,0.882902916,0.903132305,0.907732225,0.898575689,0.96433287,0.962133005,0.914033444,0.919850034,0.915792263,0.863754251,0.868941178,0.85975149,0.865584672,0.829356957
WP_028740194.1,0.909730385,0.849496878,0.903103218,0.898421416,0.943729826,0.957095469,0.952082133,0.903939461,0.896194112,0.846712982,0.838521473,0.801601121,0.80662401,0.823350145,0.811101824
MBB4277965.1,0.798864221,0.814802364,0.871132684,0.886636991,0.952544316,0.968667435,0.941595058,0.901542884,0.869801797,0.815165843,0.815063994,0.785599299,0.795174417,0.798561476,0.78994658
WP_074062259.1,0.530971859,0.547002091,0.697898279,0.787913838,0.880422904,0.993094534,0.877106071,0.697713523,0.676841783,0.56734433,0.536363349,0.522091998,0.521921819,0.635460439,0.707147954
WP_132564953.1,0.641508936,0.68510493,0.68342942,0.744743009,0.913920795,0.887716288,0.897657983,0.756897642,0.782443753,0.657222976,0.729578944,0.665171651,0.70839765,0.685924738,0.743178128
WP_086999852.1,0.695531491,0.73921521,0.810177625,0.880747711,0.884282908,0.90962722,0.938617112,0.88932807,0.829162181,0.809881912,0.741129585,0.693035025,0.727245927,0.675704725,0.760816593
WP_027511153.1,0.761596335,0.749223311,0.782075283,0.804982622,0.956959948,0.922581905,0.861595844,0.774889588,0.79172121,0.805832394,0.758406007,0.745097982,0.753227791,0.770268979,0.769487269
WP_194730219.1,0.892105649,0.934663224,0.941384065,0.932803119,0.98543112,0.945625867,0.970485934,0.9339905,0.938048716,0.909260522,0.919701426,0.857539781,0.882012957,0.878546938,0.880023785
WP_074070393.1,0.862245413,0.865221978,0.904055792,0.916600299,0.991246194,0.920867976,0.975288598,0.951234435,0.912062246,0.882833574,0.87196753,0.821969454,0.848198738,0.832122899,0.865358187
WP_239599415.1,0.881748408,0.929281166,0.9067095,0.898593392,0.938575615,0.955612374,0.966314424,0.975050118,0.930879165,0.878092277,0.883047106,0.839349494,0.864375478,0.822772323,0.83891425
WP_007818348.1,0.859729481,0.865226983,0.922101662,0.937870055,0.951861481,0.961564963,0.977691719,0.959486925,0.907715774,0.884955346,0.861819398,0.841699245,0.833761653,0.813453498,0.80697244
WP_192729354.1,0.853807071,0.893597094,0.901016633,0.920349278,0.974020988,0.917401115,0.949047088,0.906251249,0.91478281,0.879850218,0.87182138,0.855596146,0.848661599,0.855144595,0.859490046
WP_183735476.1,0.805366357,0.852514169,0.891413022,0.910143653,0.963539692,0.949493643,0.945354145,0.865649674,0.876229897,0.826342581,0.825853332,0.821422634,0.793655348,0.789243792,0.782997354
MCA1367502.1,0.830231973,0.831501008,0.864024842,0.862636983,0.897720955,0.95010777,0.910421326,0.893682709,0.865710603,0.825544361,0.795253207,0.794597926,0.768357952,0.777840609,0.756319882
WP_026617703.1,0.756602268,0.7917974,0.853289973,0.898404303,0.934178689,0.940117695,0.950008315,0.877509523,0.829294494,0.819306447,0.753948288,0.764554649,0.723243291,0.760610004,0.703364822
MBV8613776.1,0.219525734,0.42140214,0.688654474,0.846789948,0.882025825,1,0.897205425,0.659447236,0.558820383,0.445516554,0.331084469,0.249130064,0.192789252,0.158780633,0.117129049
MBV9777948.1,0.156112601,0.353758017,0.64337756,0.806138006,0.865234267,1,0.869972962,0.607068061,0.505183271,0.381424577,0.263636876,0.189248928,0.134262479,0.101108161,0.067228329
WP_048445733.1,0.492484439,0.483355482,0.668276954,0.746052423,0.779171321,0.95984753,0.921394959,0.780007504,0.710674045,0.631053133,0.535785483,0.520574183,0.588720808,0.808955967,1
QGM48028.1,0.201079605,0.391262819,0.740168048,0.923800739,0.933810231,1,0.810407068,0.501582511,0.439573444,0.376843458,0.321929338,0.308484175,0.298912919,0.311806235,0.26966082
WP_223726334.1,0.82993029,0.835855497,0.840444126,0.894899253,0.976797244,0.904359475,0.876747076,0.844754679,0.838988095,0.820113401,0.799171225,0.809636948,0.787172213,0.796036736,0.79113986
WP_034797198.1,0.766257694,0.792621829,0.847024029,0.853287738,0.950944304,0.931328355,0.917787485,0.890402871,0.837285167,0.813141971,0.779605601,0.769220486,0.755401596,0.726360879,0.73112372
WP_060581847.1,0.736340711,0.785917538,0.875218444,0.920239928,0.95135107,0.992296763,0.931071174,0.847324055,0.826219715,0.78424787,0.75591662,0.755700681,0.723994856,0.697241236,0.714117366
WP_077962497.1,0.843386865,0.893119805,0.88693244,0.923947473,0.906394571,0.972345262,0.976332562,0.914291925,0.916565798,0.894011121,0.860310268,0.869804058,0.846933722,0.837816594,0.810067349
WP_043618826.1,0.827248226,0.884436787,0.88067978,0.890940232,0.958926175,0.95530901,0.954145882,0.859770147,0.858998869,0.834020618,0.819638807,0.787352463,0.792257651,0.788259857,0.774054441
WP_090295034.1,0.759238043,0.818125345,0.833691086,0.88481298,0.994775537,0.893637405,0.910168097,0.877417514,0.847062889,0.82081068,0.815907906,0.801816307,0.75688229,0.812150363,0.789126534
WP_192442719.1,0.702624219,0.805184458,0.880152906,0.919836812,0.934427593,0.959240836,0.970586214,0.886379441,0.82251523,0.783277965,0.776823587,0.765331721,0.737925163,0.745036771,0.696816966
MBK5566907.1,0.718985637,0.790808476,0.894823685,0.943325731,0.998106477,0.882827431,0.92394956,0.855824898,0.796641358,0.75477176,0.719622632,0.700432525,0.663712405,0.676503883,0.657364434
WP_165028717.1,0.703826183,0.769517189,0.804976745,0.842289861,0.904125635,0.984632258,0.947138496,0.850653707,0.871672206,0.784243233,0.785716831,0.741843796,0.743377145,0.734195989,0.728212563
WP_192447950.1,0.662536378,0.724336026,0.817240628,0.869793302,0.921637633,1,0.921596638,0.805340763,0.803853062,0.735181498,0.72677253,0.709674791,0.682652243,0.719821443,0.684451273
WP_065773499.1,0.928676576,0.924842143,0.939719278,0.916668431,0.973358676,0.960230007,0.955682833,0.92327032,0.939332644,0.900467897,0.907818242,0.910357358,0.882872113,0.847159694,0.873230075
WP_230660867.1,0.84861901,0.887138675,0.885179505,0.876672026,0.997461171,0.912396587,0.910539734,0.87592664,0.876051939,0.859815726,0.84019101,0.827769011,0.803018965,0.812632165,0.807911142
WP_097587830.1,0.75475972,0.837076666,0.870043978,0.925380152,0.972059398,0.928123644,0.942644481,0.869869171,0.883113168,0.873368009,0.808792131,0.789949154,0.78017456,0.737230471,0.786743817
WP_082912157.1,0.452441514,0.767917105,0.901920581,0.973399901,0.945011223,0.985944309,0.854543019,0.694057185,0.608364982,0.553258535,0.487732453,0.459873973,0.455174807,0.454807259,0.475662503
WP_083541600.1,0.922697347,0.876310453,0.866071304,0.890738897,0.933513132,0.982706295,0.94840739,0.917623018,0.905002286,0.880736879,0.862603258,0.85098989,0.848638356,0.816993282,0.831666265
WP_097538595.1,0.89048102,0.874008234,0.885583273,0.896837771,0.907587193,0.98275545,0.956717067,0.90792118,0.916675827,0.89056906,0.861002106,0.832908551,0.813816379,0.839899199,0.853237995
WP_037415758.1,0.825133443,0.87411487,0.87738343,0.868288667,0.956184203,0.984116481,0.933008378,0.886313372,0.913099841,0.870037552,0.83822027,0.833693913,0.84000039,0.798234381,0.826626986
WP_040960809.1,0.92516908,0.948078898,0.923840523,0.930266915,0.995165773,0.956106102,0.949338071,0.90951379,0.927433371,0.894398262,0.914398865,0.892433811,0.876867031,0.886214061,0.854114556
WP_037400952.1,0.785342987,0.90304198,0.927649124,0.94291143,0.937187982,0.969694621,0.973875668,0.893804615,0.89058444,0.82146879,0.824317192,0.811593488,0.752634906,0.768695502,0.751850928
QDQ86838.1,0.817890932,0.812889302,0.857647739,0.8838033,0.963351672,0.946399141,0.958436975,0.955024048,0.925569247,0.921409589,0.881458742,0.874549346,0.838459544,0.882488987,0.825019069
WP_109060240.1,0.813039088,0.79088754,0.829602169,0.875921546,0.866294608,0.953695569,0.972721569,0.898853982,0.875701905,0.874245613,0.829410184,0.781967952,0.776811542,0.757723703,0.777434819
WP_128777683.1,0.485370971,0.694723742,0.854824026,0.923024976,0.899863777,0.872164074,0.767938356,0.658566533,0.629498736,0.597852717,0.520734666,0.466176596,0.483548227,0.517764131,0.505278263
TMJ92523.1,0.48764844,0.557384462,0.72800119,0.797415386,0.873447743,0.991938591,0.932309914,0.780652211,0.712462973,0.623589491,0.528692088,0.50386774,0.550510303,0.723787239,0.861726676
TMK20926.1,0.505595166,0.538844357,0.680223725,0.755722882,0.770700051,0.937080133,0.904111773,0.766870333,0.693295782,0.612008892,0.530895908,0.515321189,0.570607351,0.758062493,0.899618606
TMK09117.1,0.220663213,0.387119685,0.647877644,0.826364055,0.885430217,1,0.815000782,0.535742334,0.45366011,0.355269787,0.275074695,0.229331107,0.204218386,0.191881762,0.174603583
TMJ65499.1,0.119107943,0.545779449,0.797180476,0.902529975,0.925011796,1,0.853098602,0.572655903,0.441130947,0.308685888,0.198231866,0.139960112,0.106068518,0.088045393,0.072876872
OLB71496.1,0.103427406,0.487725467,0.780604298,0.907947799,0.92368013,1,0.838983521,0.543990495,0.421068992,0.288345347,0.180235061,0.121829013,0.090588262,0.073320884,0.057698473
WP_003601797.1,0.255480864,0.70398697,0.874765451,0.942470641,0.957205089,1,0.927491062,0.736478361,0.619265114,0.492944235,0.362461665,0.287301271,0.251280857,0.259241849,0.25787942
