iterations,js_dist,trial,candidate_id,actual_score,predicted_mean,predicted_sd,algorithm
3,0.16398156244239068,1,halobacterium_salinarum,3.572083236,4.423814098435266,0.861198695458975,TreeGazer UCB
4,0.16564261254791915,1,desulfurella_acetivorans,5.41880606,4.8453091905167005,0.7828402790943093,TreeGazer UCB
5,0.16529110702782088,1,elusimicrobium_minutum,4.904174524,4.716061836674669,0.8042807002374011,TreeGazer UCB
6,0.1443426885030939,1,thermococcus_sibiricus,4.744256517,4.699054843250828,0.8132584742648159,TreeGazer UCB
7,0.12668336285310697,1,eggerthia_catenaformis,5.032915491,4.849747846126933,0.7898193004906428,TreeGazer UCB
8,0.12020689457526458,1,lactobacillus_crispatus,5.588611937,4.850245195369456,0.7807144389110567,TreeGazer UCB
9,0.12390728365055141,1,syntrophomonas_wolfei,5.75638017,4.920643017255025,0.7652556081401546,TreeGazer UCB
10,0.12469019150074308,1,pseudarthrobacter_chlorophenolicus,5.711370503,4.9777475913891225,0.7588237364321941,TreeGazer UCB
11,0.13040134538724935,1,asanoa_hainanensis,4.021629975,4.785790861665543,0.8059490824759277,TreeGazer UCB
12,0.10640208677237557,1,agromyces_subbeticus,5.356056917,4.9565534148356445,0.7467164860215281,TreeGazer UCB
13,0.10061226035610012,1,spirulina_subsalsa,3.394023427,4.859593945474134,0.7689207588604632,TreeGazer UCB
14,0.11457530873205546,1,sorangium_cellulosum,4.762499514,4.854827151358718,0.7851634234797117,TreeGazer UCB
15,0.11553459141613509,1,treponema_putidum,5.258961293,4.898210265499089,0.7671518702030572,TreeGazer UCB
16,0.1093964662307983,1,rubrobacter_radiotolerans,5.390019405,4.839247198338089,0.7814994834161295,TreeGazer UCB
17,0.10566300045757365,1,mycoplasmopsis_arginini,5.516576932,4.6691994264737415,0.8146359622790583,TreeGazer UCB
18,0.10686363330312627,1,mycoplasma_mycoides,5.34736067,4.754296781534275,0.7940076959064187,TreeGazer UCB
19,0.10355206321618783,1,leptospira_interrogans,5.343948329,4.925207742930414,0.7549390127672188,TreeGazer UCB
20,0.10119356956854605,1,mycoplasma_mobile,5.283073402,4.855340079945879,0.7701744199648329,TreeGazer UCB
21,0.0988472060285031,1,pseudothermotoga_lettingae,5.390927013,4.938108875869832,0.7487519349462443,TreeGazer UCB
22,0.09872282086690432,1,mesomycoplasma_hyorhinis,5.37732919,4.864636201638002,0.7718757829469799,TreeGazer UCB
23,0.09914165427644597,1,desulfatibacillum_alkenivorans,5.449833526,4.6418824425769145,0.7922330219353447,TreeGazer UCB
24,0.10076875745556008,1,porphyromonas_macacae,5.927054753,5.0018924399080245,0.727487696719768,TreeGazer UCB
25,0.1022283766097949,1,polaromonas_naphthalenivorans,5.317724955,4.840733821297081,0.812944325632433,TreeGazer UCB
