iterations,js_dist,trial,candidate_id,actual_score,predicted_mean,predicted_sd
1,0.16659931961290922,0,thermodesulfatator_atlanticus,3.245090472,3.0917646884918213,0.3649308085441589
2,0.16618313101920884,0,archaeoglobus_fulgidus,3.184580734,3.0725677013397217,0.3419794142246246
3,0.16179063163412533,0,capnocytophaga_ochracea,2.797596244,2.8712425231933594,0.367984801530838
4,0.158015984840005,0,persephonella_hydrogeniphila,2.728079295,3.0604023933410645,0.3256184756755829
5,0.157677988439,0,dissulfuribacter_thermophilus,3.236574137,2.986682653427124,0.3248208463191986
6,0.15128499934330034,0,haloarcula_marismortui,2.244277007,2.8126702308654785,0.3532862663269043
7,0.14224258250288327,0,thermosipho_melanesiensis,3.011881447,3.038391590118408,0.268465906381607
8,0.13961541689502663,0,thermosipho_africanus,3.101221246,3.031097888946533,0.2533755302429199
9,0.13705659456323666,0,thermodesulfobacterium_commune,3.250863101,3.0219969749450684,0.251601904630661
10,0.13324125885205326,0,caldanaerobacter_subterraneus,2.8428298,3.035581350326538,0.2480940967798233
11,0.1308434786739046,0,lachnospira_multipara,3.172181111,2.6951496601104736,0.3074349462985992
12,0.08410572277726548,0,faecalibaculum_rodentium,2.502312799,2.7858195304870605,0.3036301136016845
13,0.0911839638414824,0,thermotoga_maritima,2.9940093,2.9772958755493164,0.2529422044754028
14,0.0885109540804167,0,desulfurobacterium_thermolithotrophum,2.196670361,2.9409234523773193,0.2505944371223449
15,0.08232554078589101,0,mycoplasma_mobile,2.66296868,2.816383600234986,0.2905012965202331
16,0.0813975135147725,0,thermococcus_sibiricus,2.054342674,2.8680896759033203,0.2716334760189056
17,0.09449817062183881,0,nonlabens_ulvanivorans,2.715157731,2.7430126667022705,0.3037510514259338
18,0.09550341011329565,0,prosthecobacter_debontii,2.623857086,2.7203209400177,0.302110344171524
19,0.10477150254897011,0,thermotoga_neapolitana,2.764168173,2.8901233673095703,0.2657158374786377
20,0.11994913494832957,0,escherichia_coli,2.731156976,2.831367015838623,0.2724088728427887
21,0.11498392810977417,0,lactobacillus_delbrueckii,2.301550472,2.801680326461792,0.2746679484844208
22,0.11059295675946408,0,allofrancisella_guangzhouensis,2.987001077,2.7028748989105225,0.2929207682609558
23,0.10748345785291406,0,fibrobacter_intestinalis,2.701526331,2.7524876594543457,0.2825839221477508
24,0.10414855097942774,0,desulfurobacterium_atlanticum,2.113784676,2.8034634590148926,0.2695426046848297
25,0.10358287618412333,0,mesomycoplasma_hyorhinis,3.021018832,2.70186996459961,0.3006307184696197
26,0.10032700920616777,0,mycoplasma_mycoides,2.689029202,2.7980010509490967,0.2856790423393249
27,0.09775746453224363,0,polaromonas_naphthalenivorans,2.754771836,2.834329605102539,0.268889844417572
28,0.09589066297323362,0,helicobacter_rodentium,2.992350631,2.7046942710876465,0.2923179566860199
29,0.10205741986982833,0,mycoplasmopsis_arginini,2.728871068,2.7826900482177734,0.2747533619403839
30,0.09961140439416648,0,glaciecola_punicea,2.506162454,2.804155111312866,0.2680597603321075
31,0.09792778098649901,0,thermomicrobium_roseum,1.872561769,2.6852099895477295,0.29239621758461
